Probe	EnsemblID	symbol	name
ENSG00000275268.1	ENSG00000275268	U7	U7 small nuclear RNA
ENSG00000275270.1	ENSG00000275270	AL133391.1	NA
ENSG00000275278.1	ENSG00000275278	RP11-946L16.2	NA
ENSG00000275280.1	ENSG00000275280	RP11-105L10.1	NA
ENSG00000275285.1	ENSG00000275285	RP4-564F22.6	NA
ENSG00000275286.1	ENSG00000275286	RP11-499A10.3	NA
ENSG00000275287.3	ENSG00000275287	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275291.1	ENSG00000275291	U1	U1 spliceosomal RNA
ENSG00000275293.1	ENSG00000275293	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275294.3	ENSG00000275294	RP11-428O18.6	NA
ENSG00000275296.1	ENSG00000275296	CH17-118O6.4	NA
ENSG00000275297.1	ENSG00000275297	RP11-292F9.1	NA
ENSG00000275301.1	ENSG00000275301	AL928761.1	NA
ENSG00000275302.1	ENSG00000275302	CCL4	C-C motif chemokine ligand 4
ENSG00000275307.1	ENSG00000275307	TUG1_4	Taurine upregulated gene 1 conserved region 4
ENSG00000275309.1	ENSG00000275309	AL133244.2	NA
ENSG00000275312.1	ENSG00000275312	RP11-432I13.5	NA
ENSG00000275318.1	ENSG00000275318	RP11-526D8.11	NA
ENSG00000275319.1	ENSG00000275319	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275322.1	ENSG00000275322	RP11-262A16.1	NA
ENSG00000275325.3	ENSG00000275325	PDCD6IPP1	PDCD6IP pseudogene 1
ENSG00000275328.1	ENSG00000275328	SPDYE19P	speedy/RINGO cell cycle regulator family member E19, pseudogene
ENSG00000275329.1	ENSG00000275329	RP11-83N9.6	NA
ENSG00000275332.1	ENSG00000275332	CTD-2017F17.1	NA
ENSG00000275335.1	ENSG00000275335	MIR8088	microRNA 8088
ENSG00000275337.1	ENSG00000275337	RN7SL680P	RNA, 7SL, cytoplasmic 680, pseudogene
ENSG00000275339.1	ENSG00000275339	RP3-425C14.6	NA
ENSG00000275340.1	ENSG00000275340	FGD5P1	FYVE, RhoGEF and PH domain containing 5 pseudogene 1
ENSG00000275342.3	ENSG00000275342	SGK223	homolog of rat pragma of Rnd2
ENSG00000275343.1	ENSG00000275343	RP11-323F24.4	NA
ENSG00000275344.1	ENSG00000275344	MIR6503	microRNA 6503
ENSG00000275345.1	ENSG00000275345	RP11-697E2.11	NA
ENSG00000275352.1	ENSG00000275352	RP11-492C2.1	NA
ENSG00000275356.2	ENSG00000275356	C7orf77	chromosome 7 open reading frame 77
ENSG00000275358.1	ENSG00000275358	RP5-1025A1.3	NA
ENSG00000275360.1	ENSG00000275360	MIR6868	microRNA 6868
ENSG00000275361.1	ENSG00000275361	LL22NC03-88E1.18	NA
ENSG00000275362.1	ENSG00000275362	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275363.1	ENSG00000275363	RP11-566K19.12	NA
ENSG00000275364.1	ENSG00000275364	AC087174.1	NA
ENSG00000275367.1	ENSG00000275367	RP11-266K4.14	NA
ENSG00000275370.1	ENSG00000275370	AL138807.1	NA
ENSG00000275371.1	ENSG00000275371	RP11-455F5.6	NA
ENSG00000275374.1	ENSG00000275374	RP11-346J10.2	NA
ENSG00000275377.1	ENSG00000275377	MIR1299	microRNA 1299
ENSG00000275378.1	ENSG00000275378	AC126281.3	NA
ENSG00000275379.1	ENSG00000275379	HIST1H3I	histone cluster 1, H3i
ENSG00000275381.1	ENSG00000275381	RP11-401N16.2	NA
ENSG00000275382.1	ENSG00000275382	MIR7109	microRNA 7109
ENSG00000275383.1	ENSG00000275383	RP11-615I2.6	NA
ENSG00000275385.1	ENSG00000275385	CCL18	C-C motif chemokine ligand 18
ENSG00000275389.1	ENSG00000275389	RP11-214K3.24	NA
ENSG00000275390.1	ENSG00000275390	RP11-318K12.2	NA
ENSG00000275392.1	ENSG00000275392	RP11-164O23.8	NA
ENSG00000275393.1	ENSG00000275393	RP11-568J23.8	NA
ENSG00000275395.3	ENSG00000275395	FCGBP	Fc fragment of IgG binding protein
ENSG00000275400.1	ENSG00000275400	RP4-756H11.5	NA
ENSG00000275401.1	ENSG00000275401	RP4-564F22.7	NA
ENSG00000275409.1	ENSG00000275409	RP11-131L12.4	NA
ENSG00000275410.3	ENSG00000275410	HNF1B	HNF1 homeobox B
ENSG00000275411.1	ENSG00000275411	MIR6882	microRNA 6882
ENSG00000275413.1	ENSG00000275413	CTC-529I10.1	NA
ENSG00000275417.1	ENSG00000275417	RP11-844G16.3	NA
ENSG00000275418.1	ENSG00000275418	RP11-126O1.6	NA
ENSG00000275419.1	ENSG00000275419	RP11-486M3.3	NA
ENSG00000275423.1	ENSG00000275423	RP11-429P7.1	NA
ENSG00000275426.1	ENSG00000275426	CH17-262A2.1	NA
ENSG00000275427.1	ENSG00000275427	LOC286083	uncharacterized LOC286083
ENSG00000275431.1	ENSG00000275431	CTB-186H2.3	NA
ENSG00000275432.1	ENSG00000275432	CTD-3093B17.2	NA
ENSG00000275437.1	ENSG00000275437	RP5-908M14.10	NA
ENSG00000275438.1	ENSG00000275438	LA16c-360A4.1	NA
ENSG00000275439.1	ENSG00000275439	AP001619.1	NA
ENSG00000275441.1	ENSG00000275441	RP11-666O2.2	NA
ENSG00000275443.1	ENSG00000275443	RP11-759A24.3	NA
ENSG00000275445.1	ENSG00000275445	CTD-2649C14.3	NA
ENSG00000275447.1	ENSG00000275447	AC093270.1	NA
ENSG00000275450.1	ENSG00000275450	RP11-4L24.3	NA
ENSG00000275451.1	ENSG00000275451	MIR6085	microRNA 6085
ENSG00000275454.1	ENSG00000275454	CTD-2026K11.4	NA
ENSG00000275457.1	ENSG00000275457	RP1-198K11.5	NA
ENSG00000275458.1	ENSG00000275458	MIR6809	microRNA 6809
ENSG00000275459.1	ENSG00000275459	MIR7846	microRNA 7846
ENSG00000275460.1	ENSG00000275460	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275464.2	ENSG00000275464	LOC102724159	periodic tryptophan protein 2 homolog
ENSG00000275465.3	ENSG00000275465	LOC158434	uncharacterized LOC158434
ENSG00000275467.1	ENSG00000275467	RP11-240G22.4	NA
ENSG00000275468.1	ENSG00000275468	LLNLR-304A6.2	NA
ENSG00000275469.1	ENSG00000275469	MIR6130	microRNA 6130
ENSG00000275475.1	ENSG00000275475	IGHV3-54	immunoglobulin heavy variable 3-54 (pseudogene)
ENSG00000275476.1	ENSG00000275476	RP11-996F15.4	NA
ENSG00000275479.1	ENSG00000275479	RP11-334C17.6	NA
ENSG00000275481.1	ENSG00000275481	RP11-474P2.6	NA
ENSG00000275484.1	ENSG00000275484	CTC-1337H24.4	NA
ENSG00000275485.1	ENSG00000275485	RP11-261P13.6	NA
ENSG00000275488.1	ENSG00000275488	RP11-793H13.12	NA
ENSG00000275489.1	ENSG00000275489	C17orf98	chromosome 17 open reading frame 98
ENSG00000275490.1	ENSG00000275490	CH17-132F21.4	NA
ENSG00000275491.1	ENSG00000275491	RP5-1009E24.8	NA
ENSG00000275493.1	ENSG00000275493	FAM27D1	family with sequence similarity 27 member D1
ENSG00000275494.1	ENSG00000275494	RP11-266L9.8	NA
ENSG00000275496.3	ENSG00000275496	CH507-24F1.2	NA
ENSG00000275505.1	ENSG00000275505	MIR6787	microRNA 6787
ENSG00000275506.1	ENSG00000275506	CTD-2062A1.2	NA
ENSG00000275509.1	ENSG00000275509	AC241952.1	NA
ENSG00000275510.1	ENSG00000275510	AC013734.1	NA
ENSG00000275512.1	ENSG00000275512	RP11-322E11.2	NA
ENSG00000275515.1	ENSG00000275515	RP11-295D4.7	NA
ENSG00000275516.1	ENSG00000275516	RP11-353N14.7	NA
ENSG00000275518.1	ENSG00000275518	MIR6718	microRNA 6718
ENSG00000275519.1	ENSG00000275519	MIR6804	microRNA 6804
ENSG00000275520.1	ENSG00000275520	LINC00684	long intergenic non-protein coding RNA 684
ENSG00000275529.1	ENSG00000275529	SNORD116-4	small nucleolar RNA, C/D box 116-4
ENSG00000275530.1	ENSG00000275530	FP671120.4	NA
ENSG00000275532.1	ENSG00000275532	CTB-58E17.3	NA
ENSG00000275533.1	ENSG00000275533	AC026423.1	NA
ENSG00000275535.1	ENSG00000275535	AL732375.3	NA
ENSG00000275537.1	ENSG00000275537	AC090132.1	NA
ENSG00000275538.1	ENSG00000275538	RNVU1-19	RNA, variant U1 small nuclear 19
ENSG00000275540.1	ENSG00000275540	CTC-559E9.12	NA
ENSG00000275542.1	ENSG00000275542	RP11-455O6.9	NA
ENSG00000275547.1	ENSG00000275547	CTD-2293H3.3	NA
ENSG00000275549.1	ENSG00000275549	C9orf173-AS1	C9orf173 antisense RNA 1
ENSG00000275550.1	ENSG00000275550	RP4-744I24.4	NA
ENSG00000275552.1	ENSG00000275552	CH17-302M23.1	NA
ENSG00000275557.1	ENSG00000275557	RP11-353N4.6	NA
ENSG00000275560.1	ENSG00000275560	RP11-180M15.7	NA
ENSG00000275562.1	ENSG00000275562	RP11-3K24.3	NA
ENSG00000275567.1	ENSG00000275567	RP11-729I10.3	NA
ENSG00000275569.1	ENSG00000275569	RP11-930O11.3	NA
ENSG00000275572.1	ENSG00000275572	GRIFIN	galectin-related inter-fiber protein
ENSG00000275576.1	ENSG00000275576	RP5-836N17.4	NA
ENSG00000275580.1	ENSG00000275580	RP11-295H24.4	NA
ENSG00000275582.1	ENSG00000275582	RP4-681N20.5	NA
ENSG00000275585.1	ENSG00000275585	CH17-118O6.3	NA
ENSG00000275586.1	ENSG00000275586	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275591.3	ENSG00000275591	XKR5	XK related 5
ENSG00000275592.1	ENSG00000275592	VN1R7P	vomeronasal 1 receptor 7 pseudogene
ENSG00000275601.1	ENSG00000275601	AC011330.13	NA
ENSG00000275607.1	ENSG00000275607	RP11-802O23.4	NA
ENSG00000275609.1	ENSG00000275609	KB-1572G7.4	NA
ENSG00000275610.1	ENSG00000275610	DUX4L21	double homeobox 4 like 21
ENSG00000275611.1	ENSG00000275611	RP11-291I6.2	NA
ENSG00000275612.1	ENSG00000275612	RP11-35J10.6	NA
ENSG00000275613.1	ENSG00000275613	CTD-3194G12.2	NA
ENSG00000275620.1	ENSG00000275620	FLJ16779	uncharacterized LOC100192386
ENSG00000275630.1	ENSG00000275630	RP6-65G23.5	NA
ENSG00000275632.1	ENSG00000275632	RP5-967N21.11	NA
ENSG00000275635.1	ENSG00000275635	U7	U7 small nuclear RNA
ENSG00000275636.1	ENSG00000275636	RP11-521C20.5	NA
ENSG00000275640.1	ENSG00000275640	MIR6793	microRNA 6793
ENSG00000275645.1	ENSG00000275645	RP11-817O13.9	NA
ENSG00000275653.1	ENSG00000275653	AL391123.1	NA
ENSG00000275655.1	ENSG00000275655	RN7SL313P	RNA, 7SL, cytoplasmic 313, pseudogene
ENSG00000275662.1	ENSG00000275662	SNORD112	small nucleolar RNA, C/D box 112
ENSG00000275663.1	ENSG00000275663	HIST1H4G	histone cluster 1, H4g
ENSG00000275664.1	ENSG00000275664	pRNA	NoRC assoicated RNA, pRNA
ENSG00000275665.1	ENSG00000275665	CTB-58E17.9	NA
ENSG00000275667.1	ENSG00000275667	MIR6839	microRNA 6839
ENSG00000275672.1	ENSG00000275672	GATM-AS1	NA
ENSG00000275673.1	ENSG00000275673	RP11-876N24.7	NA
ENSG00000275674.1	ENSG00000275674	RP11-697E2.12	NA
ENSG00000275675.1	ENSG00000275675	RP11-1021O19.2	NA
ENSG00000275678.1	ENSG00000275678	RP4-547N15.3	NA
ENSG00000275681.1	ENSG00000275681	LL0XNC01-138C3.2	NA
ENSG00000275682.1	ENSG00000275682	AC137723.1	NA
ENSG00000275685.1	ENSG00000275685	AL354873.1	NA
ENSG00000275687.1	ENSG00000275687	AC079398.2	NA
ENSG00000275691.1	ENSG00000275691	RP11-249C24.12	NA
ENSG00000275693.1	ENSG00000275693	FAS-AS1	FAS antisense RNA 1 conserved region
ENSG00000275694.1	ENSG00000275694	AC245036.4	NA
ENSG00000275695.1	ENSG00000275695	UBE2Q2P6	ubiquitin conjugating enzyme E2Q family member 2 pseudogene 6
ENSG00000275700.3	ENSG00000275700	AATF	apoptosis antagonizing transcription factor
ENSG00000275703.1	ENSG00000275703	U47924.32	NA
ENSG00000275704.1	ENSG00000275704	FP565210.1	NA
ENSG00000275707.2	ENSG00000275707	AC092107.1	NA
ENSG00000275709.1	ENSG00000275709	RP11-96O20.5	NA
ENSG00000275710.1	ENSG00000275710	RP11-257O5.4	NA
ENSG00000275713.1	ENSG00000275713	HIST1H2BH	histone cluster 1, H2bh
ENSG00000275714.1	ENSG00000275714	HIST1H3A	histone cluster 1, H3a
ENSG00000275718.1	ENSG00000275718	CCL15	C-C motif chemokine ligand 15
ENSG00000275719.1	ENSG00000275719	CTB-147N14.6	NA
ENSG00000275720.1	ENSG00000275720	CTB-75G16.3	NA
ENSG00000275722.3	ENSG00000275722	LYZL6	lysozyme like 6
ENSG00000275726.1	ENSG00000275726	MIR6088	microRNA 6088
ENSG00000275727.1	ENSG00000275727	AC092375.1	NA
ENSG00000275728.1	ENSG00000275728	RP4-777L9.3	NA
ENSG00000275733.1	ENSG00000275733	RP11-24P24.1	NA
ENSG00000275734.1	ENSG00000275734	RP11-368I7.6	NA
ENSG00000275739.1	ENSG00000275739	MIR195	microRNA 195
ENSG00000275740.1	ENSG00000275740	RP11-449H3.3	NA
ENSG00000275741.1	ENSG00000275741	RP11-40E6.1	NA
ENSG00000275742.1	ENSG00000275742	AC007006.1	NA
ENSG00000275743.1	ENSG00000275743	TRBV14	T cell receptor beta variable 14
ENSG00000275747.1	ENSG00000275747	IGHV3-79	immunoglobulin heavy variable 3-79 (pseudogene)
ENSG00000275756.1	ENSG00000275756	LOC392364	nuclear pore associated protein 1 pseudogene
ENSG00000275759.1	ENSG00000275759	RP11-131L12.3	NA
ENSG00000275761.1	ENSG00000275761	AC112249.2	NA
ENSG00000275763.2	ENSG00000275763	C18orf65	chromosome 18 open reading frame 65
ENSG00000275764.1	ENSG00000275764	RP11-582E3.6	NA
ENSG00000275765.3	ENSG00000275765	RP11-54C4.3	NA
ENSG00000275769.1	ENSG00000275769	RP11-771K4.3	NA
ENSG00000275770.1	ENSG00000275770	MIR6505	microRNA 6505
ENSG00000275771.1	ENSG00000275771	AC140725.8	NA
ENSG00000275774.2	ENSG00000275774	HNRNPCL2	heterogeneous nuclear ribonucleoprotein C-like 2
ENSG00000275778.1	ENSG00000275778	PRH1-PRR4	NA
ENSG00000275784.1	ENSG00000275784	RP5-1125A11.6	NA
ENSG00000275785.1	ENSG00000275785	RP11-111E14.2	NA
ENSG00000275789.1	ENSG00000275789	MIR8064	microRNA 8064
ENSG00000275790.1	ENSG00000275790	AC092198.2	NA
ENSG00000275791.1	ENSG00000275791	TRBV10-3	T cell receptor beta variable 10-3
ENSG00000275793.1	ENSG00000275793	RIMBP3	RIMS binding protein 3
ENSG00000275801.1	ENSG00000275801	RP11-404F10.6	NA
ENSG00000275803.1	ENSG00000275803	RN7SL736P	RNA, 7SL, cytoplasmic 736, pseudogene
ENSG00000275805.1	ENSG00000275805	RP11-349H17.2	NA
ENSG00000275807.1	ENSG00000275807	RP11-1348G14.8	NA
ENSG00000275811.1	ENSG00000275811	HTR1DP1	5-hydroxytryptamine (serotonin) receptor 1D pseudogene 1
ENSG00000275812.1	ENSG00000275812	RP4-697K14.15	NA
ENSG00000275816.1	ENSG00000275816	MIR6500	microRNA 6500
ENSG00000275826.1	ENSG00000275826	RP11-756P10.7	NA
ENSG00000275828.1	ENSG00000275828	RP11-295P22.3	NA
ENSG00000275830.1	ENSG00000275830	RP11-403A3.3	NA
ENSG00000275832.3	ENSG00000275832	ARHGAP23	Rho GTPase activating protein 23
ENSG00000275833.1	ENSG00000275833	RP11-479O9.3	NA
ENSG00000275834.1	ENSG00000275834	RP11-440E5.1	NA
ENSG00000275835.3	ENSG00000275835	TUBGCP5	tubulin gamma complex associated protein 5
ENSG00000275839.1	ENSG00000275839	CTC-421K24.1	NA
ENSG00000275840.1	ENSG00000275840	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275845.1	ENSG00000275845	AC096922.2	NA
ENSG00000275846.1	ENSG00000275846	RP11-457M11.7	NA
ENSG00000275850.1	ENSG00000275850	RP11-543P15.3	NA
ENSG00000275852.1	ENSG00000275852	RP13-379L11.4	NA
ENSG00000275853.1	ENSG00000275853	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275854.1	ENSG00000275854	RP11-278C7.5	NA
ENSG00000275856.1	ENSG00000275856	ZNRD1-AS1_2	ZNRD1 antisense RNA 1 conserved region 2
ENSG00000275858.1	ENSG00000275858	NA	NA
ENSG00000275859.1	ENSG00000275859	MIR6720	microRNA 6720
ENSG00000275868.1	ENSG00000275868	MIR8054	microRNA 8054
ENSG00000275874.1	ENSG00000275874	PICSAR	P38 inhibited cutaneous squamous cell carcinoma associated lincRNA
ENSG00000275875.1	ENSG00000275875	RP11-613E4.5	NA
ENSG00000275878.1	ENSG00000275878	RN7SL43P	RNA, 7SL, cytoplasmic 43, pseudogene
ENSG00000275880.1	ENSG00000275880	RP11-90L1.8	NA
ENSG00000275881.1	ENSG00000275881	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275882.1	ENSG00000275882	IKBKGP1	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma pseudogene 1
ENSG00000275883.1	ENSG00000275883	AL845259.6	NA
ENSG00000275888.1	ENSG00000275888	RP13-516M14.10	NA
ENSG00000275891.1	ENSG00000275891	MIR7110	microRNA 7110
ENSG00000275894.1	ENSG00000275894	RP3-453C12.14	NA
ENSG00000275895.3	ENSG00000275895	U2AF1L5	U2 small nuclear RNA auxiliary factor 1-like 5
ENSG00000275896.3	ENSG00000275896	PRSS2	protease, serine 2
ENSG00000275897.1	ENSG00000275897	RP11-94C24.13	NA
ENSG00000275898.1	ENSG00000275898	RP11-497G19.7	NA
ENSG00000275900.1	ENSG00000275900	U3	Small nucleolar RNA U3
ENSG00000275901.1	ENSG00000275901	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275906.1	ENSG00000275906	XXbac-BPG118E17.10	NA
ENSG00000275910.1	ENSG00000275910	RP11-680G24.6	NA
ENSG00000275912.1	ENSG00000275912	AC004837.1	NA
ENSG00000275923.1	ENSG00000275923	RP5-837G17.1	NA
ENSG00000275926.1	ENSG00000275926	AL451164.1	NA
ENSG00000275927.1	ENSG00000275927	RP11-567P19.1	NA
ENSG00000275929.1	ENSG00000275929	AC068831.17	NA
ENSG00000275936.1	ENSG00000275936	RP1-278C19.8	NA
ENSG00000275939.1	ENSG00000275939	uc_338	TUC338
ENSG00000275940.1	ENSG00000275940	MRPL57P3	mitochondrial ribosomal protein L57 pseudogene 3
ENSG00000275943.1	ENSG00000275943	AC092309.1	NA
ENSG00000275944.1	ENSG00000275944	RP11-104J23.1	NA
ENSG00000275945.1	ENSG00000275945	EIF3FP1	eukaryotic translation initiation factor 3 subunit F pseudogene 1
ENSG00000275953.1	ENSG00000275953	RP11-753G20.2	NA
ENSG00000275954.3	ENSG00000275954	TBC1D3F	TBC1 domain family member 3F
ENSG00000275955.1	ENSG00000275955	AC108479.1	NA
ENSG00000275956.1	ENSG00000275956	RP5-966M1.7	NA
ENSG00000275961.1	ENSG00000275961	RN7SL210P	RNA, 7SL, cytoplasmic 210, pseudogene
ENSG00000275963.1	ENSG00000275963	RP11-180M15.6	NA
ENSG00000275964.1	ENSG00000275964	RP11-61K9.3	NA
ENSG00000275965.1	ENSG00000275965	RP11-386M24.10	NA
ENSG00000275966.1	ENSG00000275966	RP11-1055B8.9	NA
ENSG00000275969.2	ENSG00000275969	SPATA31A3	SPATA31 subfamily A member 3
ENSG00000275975.1	ENSG00000275975	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275976.3	ENSG00000275976	SPDYE11	speedy/RINGO cell cycle regulator family member E11
ENSG00000275977.1	ENSG00000275977	AC008169.1	NA
ENSG00000275978.1	ENSG00000275978	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275980.1	ENSG00000275980	RP11-113D19.9	NA
ENSG00000275981.1	ENSG00000275981	EGOT	EGOT conserved intronic region
ENSG00000275982.1	ENSG00000275982	Y_RNA	Y RNA
ENSG00000275989.1	ENSG00000275989	RP11-365P13.6	NA
ENSG00000275993.2	ENSG00000275993	LOC102724428	serine/threonine-protein kinase SIK1
ENSG00000275994.1	ENSG00000275994	SNORA24	small nucleolar RNA, H/ACA box 24
ENSG00000275995.1	ENSG00000275995	CTD-2240J17.4	NA
ENSG00000275997.1	ENSG00000275997	RP11-216P6.2	NA
ENSG00000276002.1	ENSG00000276002	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000276007.1	ENSG00000276007	RP11-358L22.3	NA
ENSG00000276012.1	ENSG00000276012	RP11-397O8.7	NA
ENSG00000276014.1	ENSG00000276014	RN7SL301P	RNA, 7SL, cytoplasmic 301, pseudogene
ENSG00000276015.1	ENSG00000276015	KCNQ1OT1_5	KCNQ1 overlapping transcript 1 conserved region 5
ENSG00000276023.3	ENSG00000276023	DUSP14	dual specificity phosphatase 14
ENSG00000276026.1	ENSG00000276026	RP4-545L17.11	NA
ENSG00000276030.1	ENSG00000276030	CTD-2027I19.3	NA
ENSG00000276031.1	ENSG00000276031	RN7SL197P	RNA, 7SL, cytoplasmic 197, pseudogene
ENSG00000276032.1	ENSG00000276032	RP11-12A20.6	NA
ENSG00000276036.1	ENSG00000276036	RNA5SP440	RNA, 5S ribosomal pseudogene 440
ENSG00000276037.1	ENSG00000276037	AL355977.1	NA
ENSG00000276039.1	ENSG00000276039	RP11-395E19.5	NA
ENSG00000276043.3	ENSG00000276043	UHRF1	ubiquitin like with PHD and ring finger domains 1
ENSG00000276045.1	ENSG00000276045	ORAI1	ORAI calcium release-activated calcium modulator 1
ENSG00000276047.1	ENSG00000276047	RN7SL711P	RNA, 7SL, cytoplasmic 711, pseudogene
ENSG00000276048.1	ENSG00000276048	Six3os1_5	Six3os1 conserved region 5
ENSG00000276050.1	ENSG00000276050	IGKV2OR2-10	immunoglobulin kappa variable 2/OR2-10 (pseudogene)
ENSG00000276054.1	ENSG00000276054	RP11-378E13.3	NA
ENSG00000276058.1	ENSG00000276058	STMN1P1	stathmin 1 pseudogene 1
ENSG00000276063.1	ENSG00000276063	RP11-817G13.3	NA
ENSG00000276067.1	ENSG00000276067	RP11-260N14.1	NA
ENSG00000276070.3	ENSG00000276070	CCL4L1	C-C motif chemokine ligand 4 like 1
ENSG00000276071.1	ENSG00000276071	CTD-3234P18.6	NA
ENSG00000276073.1	ENSG00000276073	RP5-1125A11.7	NA
ENSG00000276075.1	ENSG00000276075	CTD-2012K14.8	NA
ENSG00000276081.1	ENSG00000276081	MIR7156	microRNA 7156
ENSG00000276083.1	ENSG00000276083	MIR7976	microRNA 7976
ENSG00000276085.1	ENSG00000276085	CCL3L3	C-C motif chemokine ligand 3 like 3
ENSG00000276087.1	ENSG00000276087	RP11-507M3.1	NA
ENSG00000276088.1	ENSG00000276088	RN7SL620P	RNA, 7SL, cytoplasmic 620, pseudogene
ENSG00000276090.1	ENSG00000276090	AL117187.1	NA
ENSG00000276092.1	ENSG00000276092	RP11-734B5.2	NA
ENSG00000276093.1	ENSG00000276093	RP5-1017F8.2	NA
ENSG00000276095.2	ENSG00000276095	AC008103.3	NA
ENSG00000276096.1	ENSG00000276096	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000276097.1	ENSG00000276097	AC006538.8	NA
ENSG00000276103.1	ENSG00000276103	U4	U4 spliceosomal RNA
ENSG00000276104.1	ENSG00000276104	FP671120.5	NA
ENSG00000276105.1	ENSG00000276105	KCNQ1OT1_2	KCNQ1 overlapping transcript 1 conserved region 2
ENSG00000276107.1	ENSG00000276107	CTD-2033D15.2	NA
ENSG00000276108.1	ENSG00000276108	AL512506.1	NA
ENSG00000276110.1	ENSG00000276110	RP4-790G17.7	NA
ENSG00000276115.1	ENSG00000276115	RP11-817I4.2	NA
ENSG00000276116.2	ENSG00000276116	FUT8-AS1	FUT8 antisense RNA 1
ENSG00000276117.1	ENSG00000276117	AC069157.2	NA
ENSG00000276118.1	ENSG00000276118	CH17-333M13.2	NA
ENSG00000276119.1	ENSG00000276119	OR13C2	olfactory receptor family 13 subfamily C member 2
ENSG00000276122.1	ENSG00000276122	RP11-143E21.3	NA
ENSG00000276123.1	ENSG00000276123	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000276124.1	ENSG00000276124	MIR6855	microRNA 6855
ENSG00000276127.1	ENSG00000276127	RP11-154D6.2	NA
ENSG00000276128.1	ENSG00000276128	RP11-459O16.8	NA
ENSG00000276131.1	ENSG00000276131	RP11-481J2.3	NA
ENSG00000276135.1	ENSG00000276135	FAM27E2	family with sequence similarity 27 member E2
ENSG00000276136.1	ENSG00000276136	RP11-50I19.2	NA
ENSG00000276141.3	ENSG00000276141	WHAMMP3	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3
ENSG00000276147.1	ENSG00000276147	MIR548AY	microRNA 548ay
ENSG00000276148.1	ENSG00000276148	RP11-278C7.4	NA
ENSG00000276149.1	ENSG00000276149	RP11-101E5.2	NA
ENSG00000276156.1	ENSG00000276156	RP11-491H9.4	NA
ENSG00000276157.1	ENSG00000276157	AC016866.1	NA
ENSG00000276158.1	ENSG00000276158	AC233299.2	NA
ENSG00000276160.1	ENSG00000276160	GGTLC5P	gamma-glutamyltransferase light chain 5 pseudogene
ENSG00000276164.1	ENSG00000276164	DUX4L20	double homeobox 4 like 20
ENSG00000276166.1	ENSG00000276166	CTD-2600O9.2	NA
ENSG00000276170.3	ENSG00000276170	AC124789.1	NA
ENSG00000276171.1	ENSG00000276171	AC114498.1	NA
ENSG00000276174.1	ENSG00000276174	RP11-687E1.2	NA
ENSG00000276180.1	ENSG00000276180	HIST1H4I	histone cluster 1, H4i
ENSG00000276181.1	ENSG00000276181	MIR6794	microRNA 6794
ENSG00000276182.1	ENSG00000276182	RP11-872J21.5	NA
ENSG00000276185.1	ENSG00000276185	TP53TG1_2	TP53 target 1 conserved region 2
ENSG00000276188.1	ENSG00000276188	RP11-173P15.10	NA
ENSG00000276189.1	ENSG00000276189	TP73-AS1	TP73 antisense RNA 1 conserved region
ENSG00000276193.1	ENSG00000276193	Metazoa_SRP	Metazoan signal recognition particle RNA
